"","step","mining module","ore storage","processing module","refined storage","printing robot","manufacturing module","equipment storage","assembly robot","habitation module","life-support module"
"1810",1810,374,402,440,233,161,442,338,131,434,221
"1811",1811,374,402,440,233,161,442,338,131,434,221
"1812",1812,316,402,440,233,161,442,338,131,434,221
"1813",1813,316,170,440,233,161,442,338,131,434,221
"1814",1814,350,170,440,233,161,442,338,131,434,221
"1815",1815,350,170,290,233,161,442,338,131,434,221
"1816",1816,350,170,290,233,399,442,338,131,434,221
"1817",1817,350,170,290,233,384,442,338,131,434,221
"1818",1818,106,170,290,233,384,442,338,131,434,221
"1819",1819,106,170,290,233,384,442,338,122,434,221
"1820",1820,106,170,290,233,384,442,338,122,278,221
"1821",1821,106,371,290,233,384,442,338,122,278,221
"1822",1822,106,371,391,233,384,442,338,122,278,221
"1823",1823,106,371,391,233,384,267,338,122,278,221
"1824",1824,106,371,391,293,384,267,338,122,278,221
"1825",1825,106,371,391,293,309,267,338,122,278,221
"1826",1826,106,371,391,293,309,267,338,462,278,221
"1827",357,106,371,391,293,309,267,338,462,278,221
"1828",1828,106,371,391,293,309,267,338,366,278,221
"1829",1829,106,371,376,293,309,267,338,366,278,221
"1830",1830,106,371,376,419,309,267,338,366,278,221
"1831",1831,106,371,376,419,309,267,280,366,278,221
"1832",1832,106,371,376,419,309,267,295,366,278,221
"1833",1833,106,371,376,419,309,267,295,176,278,221
"1834",1834,106,371,122,419,309,267,295,176,278,221
"1835",1835,106,371,122,419,309,267,263,176,278,221
"1836",1836,106,196,122,419,309,267,263,176,278,221
"1837",1837,187,196,122,419,309,267,263,176,278,221
"1838",1838,187,196,456,419,309,267,263,176,278,221
"1839",1839,187,96,456,419,309,267,263,176,278,221
"1840",1840,187,96,456,419,208,267,263,176,278,221
"1841",1841,187,96,456,419,208,392,263,176,278,221
"1842",1842,105,96,456,419,208,392,263,176,278,221
"1843",1843,438,96,456,419,208,392,263,176,278,221
"1844",1844,438,439,456,419,208,392,263,176,278,221
"1845",1845,438,439,456,419,365,392,263,176,278,221
"1846",1846,438,439,456,419,365,216,263,176,278,221
"1847",1847,438,439,456,419,365,216,263,206,278,221
"1848",1848,312,439,456,419,365,216,263,206,278,221
"1849",1849,312,439,456,419,365,398,263,206,278,221
"1850",299,312,439,456,419,365,398,263,206,278,221
"1851",1851,312,439,456,419,145,398,263,206,278,221
"1852",1852,312,439,456,419,145,398,263,453,278,221
"1853",1853,312,439,456,186,145,398,263,453,278,221
"1854",1854,312,439,456,186,145,398,263,453,267,221
"1855",1855,312,439,456,186,145,237,263,453,267,221
"1856",1856,312,439,456,186,145,237,360,453,267,221
"1857",1857,312,439,456,186,145,237,237,453,267,221
"1858",1858,312,439,456,186,145,237,237,453,256,221
"1859",1859,214,439,456,186,145,237,237,453,256,221
"1860",1860,214,439,456,186,145,237,237,453,383,221
"1861",1861,214,439,456,186,145,237,328,453,383,221
"1862",1862,214,439,456,186,145,237,454,453,383,221
"1863",1863,214,439,456,186,145,198,454,453,383,221
"1864",1864,214,439,456,186,145,198,341,453,383,221
"1865",1865,214,439,456,186,332,198,341,453,383,221
"1866",1866,214,439,456,186,332,198,451,453,383,221
"1867",1867,214,439,456,186,332,198,451,430,383,221
"1868",1868,214,439,456,186,283,198,451,430,383,221
"1869",1869,214,439,177,186,283,198,451,430,383,221
"1870",1870,214,439,177,186,283,198,451,430,224,221
"1871",1871,214,439,177,186,283,198,451,430,224,330
"1872",1872,214,439,177,186,283,198,451,310,224,330
"1873",1873,214,439,177,186,283,198,451,310,118,330
"1874",1874,214,439,177,186,283,198,402,310,118,330
"1875",1875,214,439,177,381,283,198,402,310,118,330
"1876",1876,214,454,177,381,283,198,402,310,118,330
"1877",1877,214,454,177,381,283,198,129,310,118,330
"1878",1878,214,454,462,381,283,198,129,310,118,330
"1879",1879,214,454,462,381,283,198,129,310,326,330
"1880",1880,214,454,462,381,283,198,129,276,326,330
"1881",1881,214,454,462,381,283,198,129,276,474,330
"1882",1882,214,454,462,381,283,198,129,276,474,343
"1883",1883,365,454,462,381,283,198,129,276,474,343
"1884",1884,364,454,462,381,283,198,129,276,474,343
"1885",1885,364,454,462,381,283,198,129,276,153,343
"1886",1886,364,454,462,381,283,198,129,108,153,343
"1887",1887,364,454,462,381,283,198,129,108,414,343
"1888",1888,364,454,462,381,283,198,371,108,414,343
"1889",135,364,454,462,381,283,198,371,108,414,343
"1890",109,364,454,462,381,283,198,371,108,414,343
"1891",1891,364,454,462,381,283,198,371,108,414,466
"1892",157,364,454,462,381,283,198,371,108,414,466
"1893",1893,364,454,462,182,283,198,371,108,414,466
"1894",201,364,454,462,182,283,198,371,108,414,466
"1895",1895,364,454,462,236,283,198,371,108,414,466
"1896",1896,391,454,462,236,283,198,371,108,414,466
"1897",1897,391,409,462,236,283,198,371,108,414,466
"1898",1898,391,409,462,236,283,198,371,108,219,466
"1899",1899,171,409,462,236,283,198,371,108,219,466
"1900",1900,171,409,462,476,283,198,371,108,219,466
"1901",1901,119,409,462,476,283,198,371,108,219,466
"1902",1902,119,409,462,476,283,198,371,163,219,466
"1903",1903,267,409,462,476,283,198,371,163,219,466
"1904",1904,267,409,462,476,143,198,371,163,219,466
"1905",1905,267,409,396,476,143,198,371,163,219,466
"1906",1906,267,409,396,111,143,198,371,163,219,466
"1907",1907,267,409,396,248,143,198,371,163,219,466
"1908",1908,267,409,396,248,143,198,371,163,219,188
"1909",1909,267,409,396,248,143,198,350,163,219,188
"1910",391,267,409,396,248,143,198,350,163,219,188
"1911",1911,267,409,396,248,143,198,112,163,219,188
"1912",399,267,409,396,248,143,198,112,163,219,188
"1913",1913,267,409,396,248,143,198,112,163,438,188
"1914",1914,267,409,454,248,143,198,112,163,438,188
"1915",1915,267,278,454,248,143,198,112,163,438,188
"1916",1916,267,278,454,248,143,198,112,395,438,188
"1917",1917,267,278,454,248,143,198,302,395,438,188
"1918",1918,267,278,454,248,108,198,302,395,438,188
"1919",1919,267,278,454,248,108,198,302,395,423,188
"1920",1920,267,278,454,248,108,198,302,395,423,138
"1921",471,267,278,454,248,108,198,302,395,423,138
"1922",1922,267,278,454,248,108,198,302,395,301,138
"1923",1923,267,278,251,248,108,198,302,395,301,138
"1924",1924,267,278,251,248,108,198,302,395,170,138
"1925",1925,267,278,251,182,108,198,302,395,170,138
"1926",1926,267,278,251,182,108,198,302,395,215,138
"1927",1927,267,278,251,182,108,198,302,395,415,138
"1928",1928,267,278,251,182,108,198,302,395,350,138
"1929",151,267,278,251,182,108,198,302,395,350,138
"1930",1930,393,278,251,182,108,198,302,395,350,138
"1931",130,393,278,251,182,108,198,302,395,350,138
"1932",1932,393,278,251,182,108,198,302,332,350,138
"1933",1933,448,278,251,182,108,198,302,332,350,138
"1934",1934,448,278,251,182,108,198,302,332,350,378
"1935",1935,391,278,251,182,108,198,302,332,350,378
"1936",1936,391,278,280,182,108,198,302,332,350,378
"1937",1937,391,278,280,182,108,198,302,241,350,378
"1938",1938,391,278,280,182,108,193,302,241,350,378
"1939",1939,391,278,280,182,108,193,302,241,350,378
"1940",451,391,278,280,182,108,193,302,241,350,378
"1941",1941,438,278,280,182,108,193,302,241,350,378
"1942",1942,438,278,280,182,108,193,302,241,350,152
"1943",251,438,278,280,182,108,193,302,241,350,152
"1944",454,438,278,280,182,108,193,302,241,350,152
"1945",1945,438,278,357,182,108,193,302,241,350,152
"1946",337,438,278,357,182,108,193,302,241,350,152
"1947",1947,438,278,357,182,108,193,302,241,350,308
"1948",1948,112,278,357,182,108,193,302,241,350,308
"1949",1949,112,278,467,182,108,193,302,241,350,308
"1950",1950,112,278,284,182,108,193,302,241,350,308
"1951",1951,112,278,284,182,108,349,302,241,350,308
"1952",1952,112,278,284,182,108,349,302,241,272,308
"1953",1953,112,278,284,182,108,229,302,241,272,308
"1954",1954,112,278,284,182,108,229,302,302,272,308
"1955",1955,112,278,490,182,108,229,302,302,272,308
"1956",1956,229,278,490,182,108,229,302,302,272,308
"1957",1957,229,278,490,182,212,229,302,302,272,308
"1958",1958,229,278,136,182,212,229,302,302,272,308
"1959",445,229,278,136,182,212,229,302,302,272,308
"1960",1960,229,278,136,182,212,376,302,302,272,308
"1961",1961,313,278,136,182,212,376,302,302,272,308
"1962",1962,313,278,136,243,212,376,302,302,272,308
"1963",1963,313,278,136,243,212,376,440,302,272,308
"1964",1964,313,278,355,243,212,376,440,302,272,308
"1965",1965,313,278,355,243,212,217,440,302,272,308
"1966",1966,313,278,355,243,212,217,440,383,272,308
"1967",1967,313,358,355,243,212,217,440,383,272,308
"1968",1968,313,358,355,243,212,217,478,383,272,308
"1969",1969,313,358,355,430,212,217,478,383,272,308
"1970",1970,313,358,152,430,212,217,478,383,272,308
"1971",1971,406,358,152,430,212,217,478,383,272,308
"1972",1972,406,329,152,430,212,217,478,383,272,308
"1973",1973,406,329,423,430,212,217,478,383,272,308
"1974",1974,406,329,208,430,212,217,478,383,272,308
"1975",1975,406,329,208,164,212,217,478,383,272,308
"1976",1976,406,329,208,164,212,217,478,445,272,308
"1977",1977,464,329,208,164,212,217,478,445,272,308
"1978",1978,464,329,390,164,212,217,478,445,272,308
"1979",1979,464,329,390,164,212,217,478,445,272,271
"1980",1980,464,329,390,164,212,217,327,445,272,271
"1981",1981,464,329,390,164,212,217,381,445,272,271
"1982",1982,409,329,390,164,212,217,381,445,272,271
"1983",1983,409,329,390,164,212,217,381,212,272,271
"1984",1984,409,329,420,164,212,217,381,212,272,271
"1985",1985,409,329,420,472,212,217,381,212,272,271
"1986",1986,409,329,420,472,212,217,462,212,272,271
"1987",1987,409,329,420,472,311,217,462,212,272,271
"1988",1988,409,329,420,472,311,217,462,116,272,271
"1989",1989,409,329,420,467,311,217,462,116,272,271
"1990",1990,409,329,420,467,311,217,462,116,272,500
"1991",1991,409,134,420,467,311,217,462,116,272,500
"1992",1992,409,134,420,467,311,217,176,116,272,500
"1993",1993,409,134,420,467,311,217,176,454,272,500
"1994",1994,409,500,420,467,311,217,176,454,272,500
"1995",1995,409,500,420,467,311,217,176,454,369,500
"1996",1996,409,500,420,467,311,217,176,454,369,256
"1997",1997,409,500,420,467,311,217,176,343,369,256
"1998",1998,409,500,420,467,311,462,176,343,369,256
"1999",1999,409,500,420,462,311,462,176,343,369,256
"2000",2000,409,500,318,462,311,462,176,343,369,256
"2001",2001,409,500,318,462,311,255,176,343,369,256
"2002",2002,409,500,318,462,311,255,176,487,369,256
"2003",2003,409,500,318,462,311,255,464,487,369,256
"2004",2004,409,500,318,462,311,255,464,414,369,256
"2005",2005,409,439,318,462,311,255,464,414,369,256
"2006",2006,409,439,318,462,311,468,464,414,369,256
"2007",2007,409,439,318,462,311,468,464,414,369,375
"2008",2008,409,439,318,462,311,167,464,414,369,375
"2009",2009,469,439,318,462,311,167,464,414,369,375
"2010",2010,469,439,133,462,311,167,464,414,369,375
"2011",2011,469,439,133,449,311,167,464,414,369,375
"2012",2012,469,439,133,449,200,167,464,414,369,375
"2013",2013,469,439,184,449,200,167,464,414,369,375
"2014",2014,469,439,184,283,200,167,464,414,369,375
"2015",236,469,439,184,283,200,167,464,414,369,375
"2016",2016,469,504,184,283,200,167,464,414,369,375
"2017",2017,469,244,184,283,200,167,464,414,369,375
"2018",2018,469,244,184,321,200,167,464,414,369,375
"2019",2019,469,244,184,452,200,167,464,414,369,375
"2020",2020,469,244,184,452,492,167,464,414,369,375
"2021",2021,469,244,184,452,492,167,464,331,369,375
"2022",2022,469,244,184,452,342,167,464,331,369,375
"2023",2023,469,244,184,213,342,167,464,331,369,375
"2024",2024,469,244,184,213,342,371,464,331,369,375
"2025",2025,469,244,184,213,342,371,464,331,212,375
"2026",2026,469,244,184,213,342,371,166,331,212,375
"2027",2027,469,244,184,213,342,371,166,127,212,375
"2028",2028,469,244,184,213,342,371,166,127,129,375
"2029",2029,469,244,184,213,342,371,166,456,129,375
"2030",2030,469,244,184,213,426,371,166,456,129,375
"2031",2031,469,244,184,213,426,371,208,456,129,375
"2032",2032,469,244,184,213,426,371,120,456,129,375
"2033",2033,469,244,184,213,426,371,275,456,129,375
"2034",2034,469,244,184,213,426,371,405,456,129,375
"2035",2035,469,420,184,213,426,371,405,456,129,375
"2036",2036,413,420,184,213,426,371,405,456,129,375
"2037",2037,413,420,184,213,393,371,405,456,129,375
"2038",2038,332,420,184,213,393,371,405,456,129,375
"2039",2039,332,420,184,213,393,371,405,456,301,375
"2040",2040,332,420,184,213,393,371,334,456,301,375
"2041",2041,332,458,184,213,393,371,334,456,301,375
"2042",2042,151,458,184,213,393,371,334,456,301,375
"2043",2043,151,458,184,213,393,358,334,456,301,375
"2044",2044,151,157,184,213,393,358,334,456,301,375
"2045",2045,151,209,184,213,393,358,334,456,301,375
"2046",2046,151,178,184,213,393,358,334,456,301,375
"2047",2047,151,178,184,213,393,358,334,268,301,375
"2048",2048,151,178,184,213,393,496,334,268,301,375
"2049",2049,151,178,184,213,393,510,334,268,301,375
"2050",2050,151,178,184,213,393,510,334,268,260,375
"2051",2051,151,178,184,155,393,510,334,268,260,375
"2052",2052,151,178,184,155,393,510,334,268,260,255
"2053",2053,151,178,469,155,393,510,334,268,260,255
"2054",2054,151,178,469,155,178,510,334,268,260,255
"2055",2055,303,178,469,155,178,510,334,268,260,255
"2056",2056,303,178,469,155,178,472,334,268,260,255
"2057",2057,303,178,469,155,461,472,334,268,260,255
"2058",2058,303,489,469,155,461,472,334,268,260,255
"2059",2059,303,489,469,155,461,472,358,268,260,255
"2060",2060,303,489,469,155,461,472,118,268,260,255
"2061",2061,303,489,469,155,461,472,118,298,260,255
"2062",2062,303,489,469,442,461,472,118,298,260,255
"2063",2063,303,489,469,442,461,472,118,250,260,255
"2064",2064,303,489,225,442,461,472,118,250,260,255
"2065",2065,303,149,225,442,461,472,118,250,260,255
"2066",2066,303,149,225,467,461,472,118,250,260,255
"2067",2067,303,149,487,467,461,472,118,250,260,255
"2068",2068,303,516,487,467,461,472,118,250,260,255
"2069",2069,303,516,487,467,461,472,118,250,223,255
"2070",2070,303,516,487,467,461,472,118,250,223,361
"2071",2071,303,516,487,467,461,172,118,250,223,361
"2072",2072,303,516,487,451,461,172,118,250,223,361
"2073",2073,343,516,487,451,461,172,118,250,223,361
"2074",2074,343,516,487,451,363,172,118,250,223,361
"2075",2075,343,518,487,451,363,172,118,250,223,361
"2076",2076,343,518,487,451,363,333,118,250,223,361
"2077",283,343,518,487,451,363,333,118,250,223,361
"2078",2078,343,518,487,517,363,333,118,250,223,361
"2079",2079,343,518,487,517,363,333,118,250,210,361
"2080",2080,343,518,487,517,363,460,118,250,210,361
"2081",2081,184,518,487,517,363,460,118,250,210,361
"2082",2082,184,518,487,517,363,460,118,148,210,361
"2083",2083,184,518,487,517,474,460,118,148,210,361
"2084",451,184,518,487,517,474,460,118,148,210,361
"2085",2085,184,518,487,517,474,460,118,148,190,361
"2086",2086,184,518,487,517,474,460,152,148,190,361
"2087",2087,241,518,487,517,474,460,152,148,190,361
"2088",2088,241,518,487,517,474,460,470,148,190,361
"2089",2089,241,518,487,202,474,460,470,148,190,361
"2090",2090,241,518,487,219,474,460,470,148,190,361
"2091",2091,241,518,487,219,474,460,470,148,190,188
"2092",383,241,518,487,219,474,460,470,148,190,188
"2093",2093,241,518,487,219,474,460,470,242,190,188
"2094",420,241,518,487,219,474,460,470,242,190,188
"2095",2095,241,518,487,219,196,460,470,242,190,188
"2096",2096,241,518,487,219,196,468,470,242,190,188
"2097",2097,241,518,487,219,196,468,470,242,190,165
"2098",2098,125,518,487,219,196,468,470,242,190,165
"2099",2099,125,297,487,219,196,468,470,242,190,165
"2100",2100,125,297,487,498,196,468,470,242,190,165
"2101",2101,125,476,487,498,196,468,470,242,190,165
"2102",2102,125,476,487,498,196,468,470,242,190,341
"2103",2103,125,239,487,498,196,468,470,242,190,341
"2104",408,125,239,487,498,196,468,470,242,190,341
"2105",2105,125,247,487,498,196,468,470,242,190,341
"2106",2106,125,247,487,498,196,158,470,242,190,341
"2107",2107,125,181,487,498,196,158,470,242,190,341
"2108",2108,125,181,487,498,196,192,470,242,190,341
"2109",2109,212,181,487,498,196,192,470,242,190,341
"2110",2110,212,181,487,498,196,192,470,242,407,341
"2111",2111,212,181,487,498,447,192,470,242,407,341
"2112",2112,212,181,487,498,261,192,470,242,407,341
"2113",2113,212,181,487,498,261,192,470,493,407,341
"2114",2114,212,181,487,498,261,192,470,348,407,341
"2115",2115,212,181,487,498,261,241,470,348,407,341
"2116",2116,212,181,487,498,261,241,215,348,407,341
"2117",2117,212,181,384,498,261,241,215,348,407,341
"2118",2118,212,181,384,498,261,241,215,348,407,406
"2119",2119,212,181,151,498,261,241,215,348,407,406
"2120",2120,212,181,151,498,261,241,215,235,407,406
"2121",2121,344,181,151,498,261,241,215,235,407,406
"2122",2122,344,181,151,498,261,241,215,235,407,146
"2123",2123,344,181,151,498,261,241,424,235,407,146
"2124",2124,493,181,151,498,261,241,424,235,407,146
"2125",2125,493,181,151,498,261,241,424,235,528,146
"2126",2126,493,181,151,498,261,241,450,235,528,146
"2127",2127,491,181,151,498,261,241,450,235,528,146
"2128",2128,491,181,151,498,261,255,450,235,528,146
"2129",2129,491,181,151,498,534,255,450,235,528,146
"2130",2130,491,181,151,498,534,255,450,235,528,366
"2131",2131,491,181,151,425,534,255,450,235,528,366
"2132",2132,491,181,151,425,534,255,450,235,528,379
"2133",2133,491,181,151,425,534,255,199,235,528,379
"2134",2134,491,181,151,425,539,255,199,235,528,379
"2135",2135,338,181,151,425,539,255,199,235,528,379
"2136",2136,338,181,151,358,539,255,199,235,528,379
"2137",2137,338,181,151,358,362,255,199,235,528,379
"2138",2138,338,181,151,358,362,463,199,235,528,379
"2139",2139,338,228,151,358,362,463,199,235,528,379
"2140",2140,338,228,151,358,362,463,199,452,528,379
"2141",2141,338,228,151,358,362,463,464,452,528,379
"2142",2142,338,228,151,358,362,463,464,452,528,351
"2143",2143,338,228,151,407,362,463,464,452,528,351
"2144",372,338,228,151,407,362,463,464,452,528,351
"2145",2145,338,228,151,283,362,463,464,452,528,351
"2146",295,338,228,151,283,362,463,464,452,528,351
"2147",2147,172,228,151,283,362,463,464,452,528,351
"2148",2148,172,228,151,513,362,463,464,452,528,351
"2149",2149,172,228,151,513,362,463,464,452,207,351
"2150",2150,172,228,151,513,362,463,464,188,207,351
"2151",2151,172,228,151,513,362,463,133,188,207,351
"2152",2152,172,228,151,513,362,463,133,122,207,351
"2153",2153,172,228,151,513,362,463,133,122,519,351
"2154",2154,172,228,151,513,362,245,133,122,519,351
"2155",2155,172,147,151,513,362,245,133,122,519,351
"2156",2156,172,147,151,513,362,245,262,122,519,351
"2157",2157,172,147,151,513,362,245,262,122,519,254
"2158",494,172,147,151,513,362,245,262,122,519,254
"2159",2159,172,147,151,211,362,245,262,122,519,254
"2160",2160,172,120,151,211,362,245,262,122,519,254
"2161",2161,172,120,151,211,362,245,262,122,519,293
"2162",360,172,120,151,211,362,245,262,122,519,293
"2163",2163,172,120,151,546,362,245,262,122,519,293
"2164",2164,172,120,151,546,362,169,262,122,519,293
"2165",2165,172,120,391,546,362,169,262,122,519,293
"2166",2166,416,120,391,546,362,169,262,122,519,293
"2167",2167,416,120,391,546,362,169,262,122,236,293
"2168",2168,416,120,372,546,362,169,262,122,236,293
"2169",2169,416,447,372,546,362,169,262,122,236,293
"2170",2170,416,447,372,546,362,169,262,537,236,293
"2171",2171,416,447,372,546,362,538,262,537,236,293
"2172",2172,416,447,372,546,362,538,376,537,236,293
"2173",2173,416,382,372,546,362,538,376,537,236,293
"2174",2174,239,382,372,546,362,538,376,537,236,293
"2175",2175,239,382,372,546,362,538,376,537,236,162
"2176",2176,239,382,372,546,362,440,376,537,236,162
"2177",2177,239,382,372,546,362,440,376,152,236,162
"2178",2178,239,382,412,546,362,440,376,152,236,162
"2179",2179,239,382,412,546,362,440,428,152,236,162
"2180",2180,239,382,412,546,264,440,428,152,236,162
"2181",2181,239,501,412,546,264,440,428,152,236,162
"2182",2182,239,360,412,546,264,440,428,152,236,162
"2183",2183,239,360,412,546,386,440,428,152,236,162
"2184",138,239,360,412,546,386,440,428,152,236,162
"2185",2185,239,360,412,546,386,440,428,152,537,162
"2186",2186,239,360,412,546,386,440,428,152,537,500
"2187",2187,239,360,412,546,386,440,428,516,537,500
"2188",2188,239,360,412,546,281,440,428,516,537,500
"2189",2189,212,360,412,546,281,440,428,516,537,500
"2190",2190,212,360,412,546,438,440,428,516,537,500
"2191",2191,204,360,412,546,438,440,428,516,537,500
"2192",2192,204,360,198,546,438,440,428,516,537,500
"2193",2193,204,360,198,546,438,440,467,516,537,500
"2194",2194,204,360,411,546,438,440,467,516,537,500
"2195",2195,204,360,262,546,438,440,467,516,537,500
"2196",2196,204,360,309,546,438,440,467,516,537,500
"2197",2197,204,360,309,546,438,440,467,516,131,500
"2198",2198,204,360,309,289,438,440,467,516,131,500
"2199",2199,204,360,309,289,464,440,467,516,131,500
"2200",2200,204,360,309,289,464,440,467,516,386,500
"2201",2201,334,360,309,289,464,440,467,516,386,500
"2202",2202,334,360,309,289,464,378,467,516,386,500
"2203",2203,465,360,309,289,464,378,467,516,386,500
"2204",2204,465,360,309,457,464,378,467,516,386,500
"2205",2205,465,360,309,457,464,223,467,516,386,500
"2206",2206,465,360,309,457,464,223,216,516,386,500
"2207",2207,465,360,309,503,464,223,216,516,386,500
"2208",2208,465,360,309,503,464,223,216,516,143,500
"2209",2209,465,360,309,503,464,223,216,516,507,500
"2210",2210,465,360,526,503,464,223,216,516,507,500
"2211",2211,465,360,526,503,534,223,216,516,507,500
"2212",349,465,360,526,503,534,223,216,516,507,500
"2213",2213,465,360,526,503,534,223,216,516,399,500
"2214",2214,465,360,526,503,534,223,216,205,399,500
"2215",2215,465,360,526,503,534,493,216,205,399,500
"2216",2216,465,360,526,503,534,493,216,205,200,500
"2217",2217,465,360,526,503,179,493,216,205,200,500
"2218",2218,465,360,526,503,179,485,216,205,200,500
"2219",2219,465,360,170,503,179,485,216,205,200,500
"2220",2220,465,360,170,503,473,485,216,205,200,500
"2221",2221,465,360,170,503,473,485,216,292,200,500
"2222",2222,465,360,170,503,375,485,216,292,200,500
"2223",2223,465,360,170,503,241,485,216,292,200,500
"2224",2224,465,360,170,503,241,485,502,292,200,500
"2225",2225,465,360,170,503,241,485,502,292,526,500
"2226",2226,465,360,170,503,241,485,502,244,526,500
"2227",2227,465,360,170,503,241,485,502,403,526,500
"2228",2228,465,360,170,503,241,485,502,403,125,500
"2229",2229,465,360,170,421,241,485,502,403,125,500
"2230",2230,465,360,170,421,241,250,502,403,125,500
"2231",2231,465,360,170,421,241,250,502,453,125,500
"2232",118,465,360,170,421,241,250,502,453,125,500
"2233",2233,320,360,170,421,241,250,502,453,125,500
"2234",2234,320,360,170,421,241,444,502,453,125,500
"2235",2235,320,360,170,421,241,444,502,453,126,500
"2236",2236,320,360,170,421,241,444,502,453,126,567
"2237",2237,320,360,170,305,241,444,502,453,126,567
"2238",2238,320,360,170,305,241,444,502,453,529,567
"2239",2239,320,360,170,305,241,444,502,453,529,493
"2240",2240,320,360,510,305,241,444,502,453,529,493
"2241",2241,320,137,510,305,241,444,502,453,529,493
"2242",2242,320,137,510,305,241,444,502,453,529,561
"2243",2243,320,137,510,305,241,444,502,259,529,561
"2244",2244,317,137,510,305,241,444,502,259,529,561
"2245",561,317,137,510,305,241,444,502,259,529,561
"2246",2246,317,137,510,305,241,444,269,259,529,561
"2247",2247,317,137,510,305,241,354,269,259,529,561
"2248",2248,317,137,510,305,241,354,137,259,529,561
"2249",2249,317,137,510,305,241,354,137,259,238,561
"2250",2250,317,137,553,305,241,354,137,259,238,561
"2251",150,317,137,553,305,241,354,137,259,238,561
"2252",2252,317,137,553,305,241,241,137,259,238,561
"2253",2253,317,137,553,305,241,241,137,259,353,561
"2254",2254,317,137,553,305,241,240,137,259,353,561
"2255",2255,317,137,553,305,345,240,137,259,353,561
"2256",2256,156,137,553,305,345,240,137,259,353,561
"2257",2257,549,137,553,305,345,240,137,259,353,561
"2258",2258,549,137,553,305,460,240,137,259,353,561
"2259",2259,477,137,553,305,460,240,137,259,353,561
"2260",2260,477,137,565,305,460,240,137,259,353,561
"2261",2261,477,137,565,305,460,240,137,259,353,453
"2262",2262,477,137,565,305,369,240,137,259,353,453
"2263",2263,477,137,565,305,369,240,137,349,353,453
"2264",2264,477,308,565,305,369,240,137,349,353,453
"2265",174,477,308,565,305,369,240,137,349,353,453
"2266",2266,477,308,565,305,369,240,137,349,133,453
"2267",390,477,308,565,305,369,240,137,349,133,453
"2268",2268,477,308,565,305,369,240,414,349,133,453
"2269",2269,477,308,565,305,369,240,414,349,207,453
"2270",2270,477,308,565,305,369,247,414,349,207,453
"2271",2271,477,308,186,305,369,247,414,349,207,453
"2272",2272,477,308,186,305,369,247,414,208,207,453
"2273",2273,420,308,186,305,369,247,414,208,207,453
"2274",2274,420,308,475,305,369,247,414,208,207,453
"2275",2275,420,308,475,305,369,416,414,208,207,453
"2276",2276,420,308,475,305,369,416,414,134,207,453
"2277",2277,494,308,475,305,369,416,414,134,207,453
"2278",2278,203,308,475,305,369,416,414,134,207,453
"2279",2279,203,308,475,305,369,416,414,134,239,453
"2280",2280,203,308,475,305,369,416,356,134,239,453
"2281",2281,203,308,475,305,369,416,356,134,231,453
"2282",2282,203,308,475,305,379,416,356,134,231,453
"2283",2283,203,385,475,305,379,416,356,134,231,453
"2284",2284,203,385,475,305,379,416,427,134,231,453
"2285",2285,203,385,475,305,379,416,259,134,231,453
"2286",2286,203,385,475,305,167,416,259,134,231,453
"2287",2287,203,385,475,305,167,416,259,484,231,453
"2288",2288,203,385,475,529,167,416,259,484,231,453
"2289",2289,203,385,475,170,167,416,259,484,231,453
"2290",129,203,385,475,170,167,416,259,484,231,453
"2291",2291,304,385,475,170,167,416,259,484,231,453
"2292",2292,304,385,421,170,167,416,259,484,231,453
"2293",2293,304,385,421,312,167,416,259,484,231,453
"2294",2294,304,385,421,312,167,416,259,496,231,453
"2295",2295,304,268,421,312,167,416,259,496,231,453
"2296",2296,524,268,421,312,167,416,259,496,231,453
"2297",2297,524,209,421,312,167,416,259,496,231,453
"2298",2298,524,209,439,312,167,416,259,496,231,453
"2299",2299,524,209,196,312,167,416,259,496,231,453
"2300",2300,455,209,196,312,167,416,259,496,231,453
"2301",2301,455,209,196,312,167,416,259,496,217,453
"2302",2302,455,209,196,522,167,416,259,496,217,453
"2303",2303,455,209,196,522,573,416,259,496,217,453
"2304",2304,455,209,196,522,539,416,259,496,217,453
"2305",2305,531,209,196,522,539,416,259,496,217,453
"2306",2306,531,209,196,522,539,416,259,468,217,453
"2307",2307,531,209,196,574,539,416,259,468,217,453
"2308",2308,531,209,196,574,539,416,358,468,217,453
"2309",2309,531,209,196,574,539,416,358,468,415,453
"2310",2310,531,536,196,574,539,416,358,468,415,453
"2311",2311,531,182,196,574,539,416,358,468,415,453
"2312",508,531,182,196,574,539,416,358,468,415,453
"2313",2313,531,149,196,574,539,416,358,468,415,453
"2314",2314,531,149,196,574,539,416,358,468,415,291
"2315",516,531,149,196,574,539,416,358,468,415,291
"2316",2316,531,149,196,574,539,416,358,468,419,291
"2317",2317,531,149,196,574,539,575,358,468,419,291
"2318",2318,531,149,196,574,539,575,358,468,322,291
"2319",2319,531,149,196,574,539,575,358,468,589,291
"2320",2320,531,149,196,574,539,575,358,468,507,291
"2321",2321,531,149,196,574,539,540,358,468,507,291
"2322",2322,531,149,196,574,539,474,358,468,507,291
"2323",2323,531,149,196,574,539,474,358,468,507,336
"2324",2324,531,149,196,237,539,474,358,468,507,336
"2325",2325,531,149,196,237,445,474,358,468,507,336
"2326",2326,531,149,196,237,445,474,444,468,507,336
